,DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem,Quan
909,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.1,Saigon Riverside Complex Q7,66.0,Đã bàn giao,31.82,2.0,2.0,,,,,,, Quận 7
910,"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",5.9,The Everrich Infinity,80.0,Đã bàn giao,73.75,2.0,2.0,,,,,,, Quận 5
911,"Số 116 Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP Hồ Chí Minh, Phường 10, Quận 6, Tp Hồ Chí Minh",3.1,The Western Capital,88.0,Đã bàn giao,35.23,3.0,2.0,,,,,,Căn góc, Quận 6
912,"Đường Xa lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.9,Saigon Gateway,57.0,Đã bàn giao,33.33,2.0,1.0,,,,,,, Thành phố Thủ Đức
913,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",3.18,Hoàng Anh Gold House (Hoàng Anh An Tiến),121.0,Chưa bàn giao,26.28,3.0,2.0,23.0,Đã có sổ,Nội thất đầy đủ,Bắc,Nam,, Huyện Nhà Bè
914,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",4.3,Sunrise CityView,76.0,Đã bàn giao,56.58,2.0,2.0,16.0,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,, Quận 7
915,"18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",4.1,Khu dân cư Cityland Park Hills,78.0,Đã bàn giao,52.56,2.0,,,,,,,, Quận Gò Vấp
916,"Đường 12, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.58,Chương Dương Home,59.0,Đã bàn giao,26.78,2.0,1.0,11.0,Đang chờ sổ,,Nam,Đông Bắc,, Thành phố Thủ Đức
917,"49, 8, Phường 8, Quận 8, Tp Hồ Chí Minh",3.95,Diamond Lotus Riverside,79.0,Đã bàn giao,50.0,2.0,2.0,,,,,,, Quận 8
918,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.02,Saigon Riverside Complex Q7,53.0,Đã bàn giao,38.11,1.0,1.0,,,,,,, Quận 7
919,"Trần Văn Kiểu, Phường 10, Quận 6, Tp Hồ Chí Minh",1.62,Asiana Capella,52.0,Đã bàn giao,31.15,2.0,2.0,,,,,,, Quận 6
920,"Sư Vạn Hạnh, Phường 13, Quận 10, Tp Hồ Chí Minh",1.45,Chung cư 830 Sư Vạn Hạnh,50.0,Đã bàn giao,29.0,2.0,,,,,,,, Quận 10
921,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",2.1,The Park Residence,73.0,Đã bàn giao,28.77,2.0,2.0,,,,,,Căn góc, Huyện Nhà Bè
922,"Số 116 Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP Hồ Chí Minh, Phường 10, Quận 6, Tp Hồ Chí Minh",1.85,The Western Capital,50.0,Đã bàn giao,37.0,2.0,1.0,,,,,,, Quận 6
923,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",4.0,Akari City,121.0,Chưa bàn giao,33.06,3.0,3.0,,Đang chờ sổ,Hoàn thiện cơ bản,,,, Quận Bình Tân
924,"D6, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.099,Fresca Riverside,71.0,Đã bàn giao,29.56,2.0,2.0,3.0,Đã có sổ,Hoàn thiện cơ bản,,,Căn góc, Thành phố Thủ Đức
925,"Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",3.8,Botanica Premier,70.0,Đã bàn giao,54.29,2.0,2.0,,,,,,, Quận Tân Bình
926,"26 Lê Văn Lương , xã Phước Kiển, huyện Nhà Bè, TP. Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",2.35,Goldora Plaza,58.0,Đã bàn giao,40.52,2.0,1.0,,Giấy tờ khác,Hoàn thiện cơ bản,Tây Bắc,Đông Nam,, Huyện Nhà Bè
927,"Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",1.66,River Panorama (The Garden Bay),1.0,Chưa bàn giao,1660.0,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Quận 7
928,"Võ Công Tồn, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",1.4,Chung cư Nhiêu Lộc C,59.4,Đã bàn giao,23.57,2.0,,,Đã có sổ,,,,, Quận Tân Phú
929,"15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",1.48,Orchid Park,50.0,Đã bàn giao,29.6,1.0,1.0,,Đã có sổ,,,,, Huyện Nhà Bè
930,"159/21, Trường Thọ, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.83,Sài Gòn Metro Park,51.0,Đã bàn giao,35.88,2.0,1.0,8.0,Đã có sổ,Hoàn thiện cơ bản,Đông Nam,,, Thành phố Thủ Đức
931,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.2,Saigon Riverside Complex Q7,68.0,Đã bàn giao,32.35,2.0,2.0,,,,,,, Quận 7
932,"49, 8, Phường 8, Quận 8, Tp Hồ Chí Minh",3.5,Diamond Lotus Riverside,63.0,Đã bàn giao,55.56,2.0,1.0,,,,,,, Quận 8
933,"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",2.44,The Everrich Infinity,42.6,Đã bàn giao,57.28,2.0,1.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 5
934,"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",1.98,PiCity High Park,49.0,Chưa bàn giao,40.41,1.0,1.0,6.0,Đang chờ sổ,Hoàn thiện cơ bản,,,, Quận 12
935,"351/31, Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",1.9,Chung cư Cửu Long,82.0,Đã bàn giao,23.17,2.0,2.0,,,,,,, Quận Bình Thạnh
936,"đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",1.79,Chung cư Hà Kiều,46.0,Đã bàn giao,38.91,2.0,1.0,,,,,,, Quận Gò Vấp
937,"D6, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.115,Fresca Riverside,71.0,Đã bàn giao,29.79,2.0,2.0,,Đã có sổ,Hoàn thiện cơ bản,,,, Thành phố Thủ Đức
938,"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh",1.62,The Gold View,74.0,Đã bàn giao,21.89,2.0,2.0,,Đã có sổ,,,,, Quận 4
939,"Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",40.0,Empire City Thủ Thiêm,158.0,Đã bàn giao,253.16,3.0,3.0,,,,Tây Bắc,Đông Nam,, Thành phố Thủ Đức
940,"Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",2.2,Hưng Ngân Garden,68.0,Chưa bàn giao,32.35,2.0,2.0,5.0,Đã có sổ,Nội thất cao cấp,,,, Quận 12
941,"Lý Thường Kiệt, Phường 7, Quận 10, Tp Hồ Chí Minh",1.655,Chung Cư Nguyễn Kim,56.0,Đã bàn giao,29.55,2.0,,,,,,,, Quận 10
942,"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",2.2,Võ Đình Apartment,84.0,Đã bàn giao,26.19,2.0,2.0,3.0,Đã có sổ,Hoàn thiện cơ bản,,,, Quận 12
943,"686, Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",3.9,Green Field,65.0,Đã bàn giao,60.0,2.0,2.0,,,,,,, Quận Bình Thạnh
944,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.3,The Sun Avenue,55.0,Đã bàn giao,60.0,2.0,1.0,,Đang chờ sổ,Hoàn thiện cơ bản,,,, Thành phố Thủ Đức
945,"D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",3.8,Wilton Tower,98.0,Đã bàn giao,38.78,3.0,2.0,,,Nội thất đầy đủ,,,Căn góc, Quận Bình Thạnh
946,"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.05,Ricca,57.0,Đã bàn giao,35.96,2.0,,,,,,,, Thành phố Thủ Đức
947,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.4,The Sun Avenue,51.0,Đã bàn giao,47.06,1.0,1.0,,Đang chờ sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
948,"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",3.531,Eco Green Sài Gòn,60.0,Đã bàn giao,58.85,2.0,2.0,,,,,,, Quận 7
949,"104, Hồ Văn Tư, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.25,Lan Phương MHBR Tower,68.0,Đã bàn giao,33.09,2.0,,10.0,Đã có sổ,,,,, Thành phố Thủ Đức
950,"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",2.68,The Everrich Infinity,44.29,Đã bàn giao,60.51,2.0,,,Đã có sổ,Nội thất đầy đủ,,,, Quận 5
951,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",1.54,Akari City,61.0,Đã bàn giao,25.25,2.0,1.0,11.0,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Tân
952,"Đường Lương Định Của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.9,De Capella,56.0,Đã bàn giao,51.79,2.0,2.0,,Đang chờ sổ,Nội thất đầy đủ,Đông,Tây,, Thành phố Thủ Đức
953,"533, Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",2.8,Soho Riverview (Cao ốc Bình Quới 1),70.0,Đã bàn giao,40.0,2.0,2.0,,,,,,Căn góc, Quận Bình Thạnh
954,"686, Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",1.5,Green Field,70.0,Đã bàn giao,21.43,2.0,2.0,,,Nội thất cao cấp,,,, Quận Bình Thạnh
955,"Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.79,The Eastern,100.0,Đã bàn giao,17.9,2.0,2.0,,Giấy tờ khác,Nội thất đầy đủ,Bắc,Bắc,, Thành phố Thủ Đức
956,"Nguyễn Hoàng, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.45,An Lộc - An Phúc,34.0,Đã bàn giao,42.65,1.0,1.0,,Đã có sổ,Nội thất cao cấp,Đông Nam,,Căn góc, Thành phố Thủ Đức
957,"Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",3.12,Docklands Sài Gòn,95.0,Đã bàn giao,32.84,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,Căn góc, Quận 7
958,"2, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",2.1,Phú Gia Hưng Apartment,73.0,Đã bàn giao,28.77,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Quận Gò Vấp
959,"16, Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",2.9,Melody Residences,73.6,Đã bàn giao,39.4,2.0,2.0,,,,,,, Quận Tân Phú
960,"36, Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",2.1,Lotus Garden,52.0,Đã bàn giao,40.38,1.0,1.0,,Đã có sổ,,,,, Quận Tân Phú
961,"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",4.1,The Botanica,74.0,Đã bàn giao,55.41,2.0,2.0,,,Nội thất đầy đủ,,,, Quận Tân Bình
962,"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.65,Saigon Riverside Complex Q7,64.0,Đã bàn giao,41.41,2.0,2.0,22.0,Đang chờ sổ,Hoàn thiện cơ bản,,,, Quận 7
963,"Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",2.8,Sky Garden 3,68.0,Đã bàn giao,41.18,2.0,2.0,,Đã có sổ,,,,, Quận 7
964,"89, Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",3.35,Sky 89 An Gia,71.9,Đã bàn giao,46.59,2.0,2.0,,Đã có sổ,Hoàn thiện cơ bản,,,, Quận 7
965,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",3.0,Richmond City,86.0,Đã bàn giao,34.88,3.0,3.0,,,,,,, Quận Bình Thạnh
966,"291/2, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",2.28,Carillon 5,55.0,Đã bàn giao,41.45,1.0,1.0,,Đã có sổ,,,,, Quận Tân Phú
967,"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",3.8,Eco Green Sài Gòn,65.0,Đã bàn giao,58.46,2.0,2.0,,,,,,, Quận 7
968,"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",1.386,Dream Home Riverside,62.37,Chưa bàn giao,22.22,2.0,2.0,,Giấy tờ khác,Hoàn thiện cơ bản,Bắc,Nam,, Quận 8
969,"Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.9,"Topaz City_Block A1, B1, B2",95.0,Đã bàn giao,30.53,3.0,2.0,4.0,Đang chờ sổ,Nội thất cao cấp,,,Căn góc, Quận 8
970,"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",3.0,The Botanica,57.0,Đã bàn giao,52.63,2.0,1.0,,,,,,, Quận Tân Bình
971,"Đường Nguyễn Văn Linh, xã Bình Hưng, huyện Bình Chánh, Tp.HCM, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",3.59,Mizuki Park,73.0,Đã bàn giao,49.18,2.0,2.0,10.0,Đang chờ sổ,Hoàn thiện cơ bản,Tây,Đông,Căn góc, Huyện Bình Chánh
972,"Số 99, Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",3.1001,Cosmo City,73.0,Đã bàn giao,42.47,2.0,1.0,,,Nội thất đầy đủ,,,, Quận 7
973,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",2.7,Richmond City,86.0,Đã bàn giao,31.4,3.0,2.0,,,Nội thất cao cấp,,,Căn góc, Quận Bình Thạnh
974,"Phạm Văn Ngôn, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.85,Căn hộ Bình Khánh (Chung cư Đức Khải Q2),66.0,Đã bàn giao,28.03,2.0,2.0,,,,,,Căn góc, Thành phố Thủ Đức
975,"119, Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",4.95,Golden Mansion,85.0,Đã bàn giao,58.24,2.0,2.0,,,,,,, Quận Phú Nhuận
976,"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",3.85,Akari City,100.0,Đã bàn giao,38.5,3.0,2.0,,,,,,, Quận Bình Tân
977,"Số TA15, Đường Lê Văn Khương, Phường Thới An, Quận 12, TP Hồ Chí Minh, Phường Thới An, Quận 12, Tp Hồ Chí Minh",2.2,Võ Đình Apartment,85.0,Chưa bàn giao,25.88,2.0,2.0,,Đã có sổ,Hoàn thiện cơ bản,Đông,Tây,, Quận 12
978,"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.1,Jamila Khang Điền,70.0,Chưa bàn giao,44.29,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Thành phố Thủ Đức
979,"Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",1.82,EHome 3,64.0,Đã bàn giao,28.44,2.0,2.0,,Đã có sổ,,Đông,Nam,, Quận Bình Tân
980,"Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",1.35,Topaz Garden,75.0,Đã bàn giao,18.0,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Tân Phú
981,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",2.6,Hưng Phát Silver Star,75.0,Đã bàn giao,34.67,2.0,2.0,,Đã có sổ,,,,, Huyện Nhà Bè
982,"Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.45,The Beverly Solari - Vinhomes Grand Park,54.2,Chưa bàn giao,63.65,2.0,2.0,15.0,Giấy tờ khác,,Đông Bắc,,, Thành phố Thủ Đức
983,"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",4.095,Eco Green Sài Gòn,70.0,Đã bàn giao,58.5,2.0,2.0,,,,,,Căn góc, Quận 7
984,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",2.56,Hưng Phát Silver Star,66.0,Chưa bàn giao,38.79,2.0,2.0,,,,,,, Huyện Nhà Bè
985,"Số 45, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",1.4,Căn hộ Khang Gia Gò Vấp,65.0,Đã bàn giao,21.54,2.0,,11.0,,,,,Căn góc, Quận Gò Vấp
986,"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",3.34,The Botanica,57.0,Đã bàn giao,58.6,2.0,1.0,,,Nội thất đầy đủ,,,, Quận Tân Bình
987,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.8,Vinhomes Grand Park,59.0,Chưa bàn giao,47.46,2.0,1.0,,,,,,, Thành phố Thủ Đức
988,"D5, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",2.7,Chung cư D5 Bình Thạnh,73.0,Đã bàn giao,36.99,2.0,2.0,,,,,,, Quận Bình Thạnh
989,"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",2.161,Central Premium,37.0,Chưa bàn giao,58.41,1.0,1.0,14.0,,Hoàn thiện cơ bản,Tây Nam,Đông Bắc,, Quận 8
990,"68 Phạm Văn Nghị, Phường Tân Phong, Quận 7, Hồ Chí Minh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",3.45,Sky Garden 3,74.0,Đã bàn giao,46.62,2.0,2.0,,,,,,, Quận 7
991,"Phố 66, Phường Thảo Điền, Quận 2, Hồ Chí Minh, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.0,Tropic Garden,88.0,Đã bàn giao,45.45,2.0,2.0,,,,Đông Nam,Tây Bắc,, Thành phố Thủ Đức
992,"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",1.99,Saigon Pearl,90.0,Đã bàn giao,22.11,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
993,"346, 346 346 Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh, Phường 1, Quận 4, Tp Hồ Chí Minh",1.49,The Gold View,80.0,Đã bàn giao,18.63,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 4
994,"15B, 15B Đường Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",1.75,Orchid Park,72.0,Đã bàn giao,24.31,2.0,2.0,,,,,,, Huyện Nhà Bè
995,"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",3.011,Central Premium,51.0,Chưa bàn giao,59.04,1.0,1.0,8.0,,Hoàn thiện cơ bản,Đông Bắc,Tây Nam,, Quận 8
996,"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.42,LuxGarden,68.0,Đã bàn giao,35.59,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 7
997,"D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",6.5,Wilton Tower,93.0,Chưa bàn giao,69.89,3.0,2.0,18.0,Đã có sổ,Hoàn thiện cơ bản,Tây Bắc,Đông Nam,, Quận Bình Thạnh
998,"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",4.616,Central Premium,88.0,Chưa bàn giao,52.45,3.0,2.0,21.0,,Hoàn thiện cơ bản,Đông Bắc,Tây Nam,Căn góc, Quận 8
999,"Số 8, Số 8 Đường Gò Dưa, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.7,Sunview Town,57.0,Đã bàn giao,29.82,2.0,2.0,,Đã có sổ,,,,, Thành phố Thủ Đức
1000,"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",5.5,Eco Green Sài Gòn,95.0,Đã bàn giao,57.89,3.0,2.0,,,,,,Căn góc, Quận 7
1001,"Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.92,Skyway Residence,75.0,Đã bàn giao,25.6,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Huyện Bình Chánh
1002,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.55,The Sun Avenue,61.0,Chưa bàn giao,41.8,1.0,,,,,,,, Thành phố Thủ Đức
1003,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",6.3,Sunrise City,125.0,Đã bàn giao,50.4,3.0,2.0,,Đã có sổ,Nội thất cao cấp,,,Căn góc, Quận 7
1004,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",1.75,The Park Residence,60.0,Đã bàn giao,29.17,2.0,,,,,Tây,Đông Nam,, Huyện Nhà Bè
1005,"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",1.72,The Botanica,1.0,Chưa bàn giao,1720.0,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,Căn góc, Quận Tân Bình
1006,"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",1.6,Hưng Ngân Garden,56.0,Đã bàn giao,28.57,1.0,1.0,12.0,Đang chờ sổ,Hoàn thiện cơ bản,Nam,Bắc,, Quận 12
1007,"Khu đô thị Cityland Park Hills - Số 18 Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",4.95,Căn hộ Cityland Parkhill Gò Vấp,95.0,Chưa bàn giao,52.11,3.0,2.0,,,,,,, Quận Gò Vấp
1008,"91, 91 91 Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh",4.8,Central Plaza - 91 Phạm Văn Hai,83.0,Đã bàn giao,57.83,3.0,2.0,11.0,Đã có sổ,Hoàn thiện cơ bản,Đông Bắc,Tây Nam,Căn góc, Quận Tân Bình
1009,"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",2.2,Sài Gòn Intela,78.0,Đã bàn giao,28.21,3.0,3.0,,,,,,, Huyện Bình Chánh
1010,"Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",1.82,Botanica Premier,1.0,Đã bàn giao,1820.0,2.0,2.0,9.0,Đã có sổ,Nội thất đầy đủ,,,, Quận Tân Bình
1011,"163, Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh",6.5,Cao ốc Satra - Eximland,145.0,Đã bàn giao,44.83,3.0,3.0,10.0,Đã có sổ,,,,Căn góc, Quận Phú Nhuận
1012,"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.55,LuxGarden,77.0,Đã bàn giao,33.12,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 7
1013,"Số 34-35, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh",1.58,Saigon Royal Residence,60.0,Đã bàn giao,26.33,2.0,1.0,16.0,Đã có sổ,Nội thất đầy đủ,,,, Quận 4
1014,"600A, Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",6.4,Cantavil Hoàn Cầu,120.0,Đã bàn giao,53.33,3.0,2.0,14.0,Đã có sổ,Nội thất đầy đủ,Đông Nam,,, Quận Bình Thạnh
1015,"151, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh",1.57,River Gate,1.0,Đã bàn giao,1570.0,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 4
1016,"15B Đường Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp H",1.8,Orchid Park,75.0,Đã bàn giao,24.0,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Huyện Nhà Bè
1017,"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",1.7999,Lavida Plus,37.0,Đã bàn giao,48.65,1.0,1.0,15.0,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,, Quận 7
1018,"Tăng Nhơn Phú, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.2,9 View Apartment,58.0,Đã bàn giao,37.93,2.0,,,,,,,, Thành phố Thủ Đức
1019,"Thanh Đa, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh",2.25,Thanh Đa View,99.0,Đã bàn giao,22.73,3.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
1020,"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh",2.59,Topaz Elite,78.0,Đã bàn giao,33.21,2.0,2.0,33.0,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,Căn góc, Quận 8
1021,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3.85,Sunrise City,76.0,Đã bàn giao,50.66,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 7
